text,processed,polarity_score,polarity
"Walaupun gedung lama namun hotel ini tampak mengensankan, begitu terawat, semua staf ramah. Kami memilih kamar type condotel studio, kamar luas dan lengkap. Handuk tebal dan putih, tidak kusam. Saya juga mendapatkan connecting room sehingga anak bebas bermain. Kolam renang luas dan airnya hangat. Petugas selalu siap di dekat area kolam renang. Anak saya senang sekali menginap disini. Kami dapat kamar dengan view kolam renang. Peralatan gym lengkap dan terawat. Untuk sarapan cukup beragam, lengkap dan rasanya enak. Namun gorengan martabak agak asin. Lokasi hotel strategis, dekat kalau mau jajan ke pusat kuliner. Selain itu ada minimarket dan ATM center di dekat lobby. Proses check-in dan check-out juga cepat. Puas sekali menginap disini.",gedung hotel mengensankan awat staf ramah pilih kamar type condotel studio kamar luas lengkap handuk tebal putih kusam connecting room anak bebas main kolam renang luas air hangat tugas area kolam renang anak senang inap kamar view kolam renang alat gym lengkap awat sarap agam lengkap enak goreng martabak asin lokasi hotel strategis jajan pusat kuliner minimarket atm center lobby proses check in check out cepat puas inap,46,positive
"Kolam renang hangat, sangat cocok untuk udara kota Bandung. Tempat strategis dan dekat dengan pusat kota, kamar cukup luas dan bersih. Namun interior perlu lebih penyegaran lagi.",kolam renang hangat cocok udara kota bandung strategis pusat kota kamar luas bersih interior segar,9,positive
"Ternyata masih ada hotel di Bandung yang luar biasa nyaman, saya dibuat kagum, malah berencana secepatnya untuk kembali menginap di hotel ini. Bajigurnya, baru kali itu saya minum bajigur yang enaknya belum pernah saya rasakan. Karyawannya bukan hanya profesional, tapi empati dan peduli mereka luar biasa. Trims eL Royale.",hotel bandung nyaman kagum rencana cepat inap hotel bajigur kali minum bajigur enak karyawannya profesional empati peduli trims el royale,22,positive
"Letaknya strategis, hotelnya bersih, pegawainya ramah, cocok buat keluarga. Lain kali ke sini lagi ah.",letak strategis hotel bersih pegawai ramah cocok keluarga kali ah,17,positive
"Kamar sesuai foto, sangat nyaman, WiFi kenceng di semua lantai sampai kolam renang.",kamar sesuai foto nyaman wifi kenceng lantai kolam renang,6,positive
"Pegawai yang ramah, kamar di upgrade tanpa ada biaya tambahan, rapi dan bersih. Kolam renangnya ada air hangat, breakfastnya banyak macam dan enak-enak.",pegawai ramah kamar upgrade biaya rapi bersih kolam renang air hangat breakfastnya enak enak,22,positive
Hotel ini sangat puas untuk liburan keluarga karena ada kolam renang air panasnya dan di kamar tipe condotel sangat luas ruangannya dan juga bersih. Jadi pengen menginap di sini lagi kalau di Bandung 😁,hotel puas libur keluarga kolam renang air panas kamar tipe condotel luas ruang bersih ken inap bandung,16,positive
"Overall pelayanannya oke, kamar yang luas dan cukup bersih, menu breakfast sangat bervariasi.",overall layan oke kamar luas bersih menu breakfast variasi,7,positive
"Hotelnya bagus, kamar bagus, makanan variatif dan enak, pelayanan bagus, fasilitas lengkap, lokasi strategis, anak-anak senang menginap di sini. Kamar mandinya bersih, tepi anak-anak mandi sembil bermain. Lobinya bagus. Perjalanan menyenangkan bersama keluarga dan orang tua.",hotel bagus kamar bagus makan variatif enak layan bagus fasilitas lengkap lokasi strategis anak anak senang inap kamar mandi bersih tepi anak anak mandi sembil main lobi bagus jalan senang keluarga orang tua,19,positive
"Selama saya menginap di eL Royale Hotel Bandung, saya merasakan pelayanan dan fasilitas yang cukup baik. Design menarik yang diiringi alunan instrument Sunda membuat saya nyaman sehingga ingin kembali lagi bermalam hotel ini.",inap el royale hotel bandung layan fasilitas design tarik iring alun instrument sunda nyaman malam hotel,9,positive
"Hotel yang masih eksis sejak saya SD sampai sekarang saya punya anak SD Tidak berharap banyak sebetulnya dengan harga yang saya bayarkan namun rupanya fasilitasnya sangat lengkap dibandingkan hotel lain dengan harga sejenis. Saya menginap di kamar jenis condotel studio. Dalam kamar terdapat sofa bed yang cukup besar dan nyaman, sehingga tidak perlu lg extra bed untuk saya yg membawa 2 anak. Sangat cocok utk staycation. Makanan dijual dengan harga terjangkau dan juga terdapat minimarket di dalam hotel. Menu sarapan cukup lengkap dan enak dengan pekerja yang cekatan menyiapkan meja dan sigap untuk refill makanan yg habis. Pada saat saya sarapan, terdapat keluarga dengan remaja berkebutuhan khusus yang sedikit tantrum, pihak hotel kemudian memfasilitasi keluarga tersebut untuk menggunakan private room yang ada di resto sarapan sehingga ABK tersebut dapat menikmati sarapan dengan nyaman. Two thumbs up untuk kinerja pekerja hotel ini. Pelayanan sangat baik dengan pekerja hotel yang ramah. Pasti akan menginap lagi ke hotel ini.",hotel eks sd anak sd harap harga bayar fasilitas lengkap banding hotel harga jenis inap kamar jenis condotel studio kamar sofa bed nyaman lg extra bed yg bawa anak cocok utk staycation makan jual harga jangkau minimarket hotel menu sarap lengkap enak kerja cekat meja sigap refill makan yg habis sarap keluarga remaja butuh khusus tantrum hotel fasilitas keluarga private room resto sarap abk nikmat sarap nyaman two thumbs up kerja kerja hotel layan kerja hotel ramah inap hotel,87,positive
"Staf ramah semua, kamar luas, sarapan juga banyak variasinya. Hanya saja pas awal datang cari-cari remote TV tidak ada, sampai cari di bawah tempat tidur, (mohon diperhatikan bawah tempat tidur juga karena kotor) tapi setelah telfon dikasih remote penggantinya, overall memuaskan.",staf ramah kamar luas sarap variasi pas cari cari remote tv cari tidur mohon perhati tidur kotor telfon kasih remote ganti overall muas,18,positive
Hotel yang nyaman dan bagus untuk anak-anak bisa berenang sepuas hati lokasi di pusat kota dekat ke mana mana jika ke bandung akan menginap lagi di hotel ini fully recomended,hotel nyaman bagus anak anak renang puas hati lokasi pusat kota bandung inap hotel fully recomended,11,positive
"Sangat memuaskan, kamarnya bersih, sarapannya banyak variasi, tepat di dekat kota, pokoknya memuaskan.",muas kamar bersih sarap variasi kota pokok muas,15,positive
Kamar bersih dan sarapan enak-enak.,kamar bersih sarap enak enak,13,positive
"Hotelnya bersih, parkiran juga luas. Kamar luas dan sesuai dengan gambar. Sarapan enak dan variasi makanan banyak. Kekurangannya: lift yang kecil dan sedikit membuat antrian untuk mendapatkan lift selalu lama dan mohon kamar mandi untuk dibersihkan lebih baik lagi.",hotel bersih parkir luas kamar luas sesuai gambar sarap enak variasi makan lift antri lift mohon kamar mandi bersih,24,positive
Kamar oke tapi pelayanan kurang baik. Baru dapat kamar (bisa check-in jam 17:00) padahal saya sudah booking dan bayar lunas dari jauh-jauh hari.,kamar oke layan kamar check in jam booking bayar lunas,8,positive
"Pelayanan ramah, kamar luas, bersih dan lokasi hotel sangat strategis. Fasilitas lengkap, mulai dari tempat ibadah, kolam renang, gym dan sarapan yang sangat banyak variasinya.",layan ramah kamar luas bersih lokasi hotel strategis fasilitas lengkap ibadah kolam renang gym sarap variasi,20,positive
Petugas hotel ramah dan cekatan dalam membantu tamu.,tugas hotel ramah cekat bantu tamu,10,positive
"Nyaman dan betah disini, pelayanan semua staf ramah dan murah senyum, hanya saja kata istri kolam renangnya tidak air hangat, cepat sekali kotor, sangat terasa kaporitnya. Kurang lebihnya saya puas. Terima kasih Traveloka.",nyaman betah layan staf ramah murah senyum istri kolam renang air hangat cepat kotor kaporit puas terima kasih traveloka,22,positive
Pelayanan bagus dan tempatnya strategis dekat dengan pusat hiburan.,layan bagus strategis pusat hibur,7,positive
All fasilitas sangat memuaskan.,all fasilitas muas,7,positive
"Kondisi kamar sesuai dengan yang ada di web. pelayanannya sangat ramah dan baik. dekat dengan braga, hanya jalan kaki saja. Untuk liburan keluarga hotel ini saya sangat rekomendasikan.",kondisi kamar sesuai web layan ramah braga jalan kaki libur keluarga hotel rekomendasi,18,positive
Hotel lama dengan bangunan klasic gaya Bandung.,hotel bangun klasic gaya bandung,0,neutral
"Setiap level petugas selalu berupaya untuk ramah: menyapa dan melayani, suasana ke-sunda-annya dapat.",level tugas upaya ramah sapa layan suasana sunda annya,11,positive
Hotel bintang 4 berasa hotel bintang. 5. liburan keluarga sajak orang tua dan adik sangat menyenangkan dengan lokasi yang banget banget strategis di tengah. Breakfastnya banyak pilihan dan enak banget. Kolam renang besar dan ada kolam air hangat. Hotel recommend banget kalau mau liburan ke Bandung El royal saja. Thanks you dari kamar lagi. Tapi liburan 3 hari 2 malam keluarga lebih mudah dan menyenangkan.,hotel bintang asa hotel bintang libur keluarga sajak orang tua adik senang lokasi banget banget strategis breakfastnya pilih enak banget kolam renang kolam air hangat hotel recommend banget libur bandung el royal thanks you kamar libur malam keluarga mudah senang,38,positive
"Kamar luas nyaman dan sangat bersih, penerangan di kamar juga cukup jadi bisa dipakai untuk bekerja. Staff ramah, sarapan bervariasi dan enak. Lokasi strategis di pusat kota, dekat mau kemana-mana, kolam renangnya luas. Mau menginap disini lagi kalau ke Bandung. ☺",kamar luas nyaman bersih terang kamar pakai staff ramah sarap variasi enak lokasi strategis pusat kota kolam renang luas inap bandung,26,positive
Meskipun hotel lama tapi bersih dan yang paling menyenangkan menu sarapannya beragam dan enak. Pengen menginap di el Royale lagi.,hotel bersih senang menu sarap agam enak ken inap el royale,21,positive
"Kamarnya mewah, nyaman, dekat jalan Braga lagi, jalan-jalan sore atau refreshing malam, strategis. Tapi sayang city view dari kamar tidak leluasa karena jendelanya pendek. Secara keseluruhan, el Royale hotel nyaman buat menginap untuk pribadi atau keluarga.",kamar mewah nyaman jalan braga jalan jalan sore refreshing malam strategis sayang city view kamar leluasa jendela pendek el royale hotel nyaman inap pribadi keluarga,15,positive
"Hotel ini cocok banget untuk yang suka jalan-jalan, tempatnya benar-benar di tengah kota sehingga ketika ingin jalan ke mal atau tempat lainnya aksesnya sangat mudah. Ditambah lagi pelayanan resepsionis yang cepat sehingga saya tidak perlu menunggu lama. Untuk kalian yang hobi jalan-jalan di kota Bandung hotel ini recommended buat para traveler. Kalian bisa coba dan dapat pengalaman yang menarik.",hotel cocok banget suka jalan jalan kota jalan mal akses mudah layan resepsionis cepat tunggu hobi jalan jalan kota bandung hotel recommended traveler coba alam tarik,25,positive
"Menyenangkan menginap di hotel ini. Dengan harga yang rasional kita bisa merasakan kemewahan, kamar yang luas dan nyaman, kamar mandi dengan bathtub, sarapan dengan makanan yang bervariasi. Dan yang paling saya high light adalah stafnya, seluruh staf memberikan excellent service, ramah, responsif dan kita benar-benar diperlakukan bak raja, lokasi hotel juga cukup strategis, ke braga tinggal jalan kaki, ke bip juga dekat. Sayangnya saya kemarin menginap dalam rangka tugas, jadi tidak bawa keluarga. Kalau ke Bandung pasti saya akan menginap disini lagi.",senang inap hotel harga rasional mewah kamar luas nyaman kamar mandi bathtub sarap makan variasi high light staf staf excellent service ramah responsif laku bak raja lokasi hotel strategis braga tinggal jalan kaki bip sayang kemarin inap rangka tugas bawa keluarga bandung inap,39,positive
"Saya memesan condotel studio, letaknya ternyata di gedung baru. Ruangannya cukup bagus dan luas. Pemandangan dapat diminta untuk mengarah ke kolam renang. Makanan cukup enak dan bervariasi.",mes condotel studio letak gedung ruang bagus luas pandang arah kolam renang makan enak variasi,8,positive
"Hotel ini sangat pas untuk liburan keluarga, ataupun urusan bisnis karena lokasinya strategis di pusat kota, kamarnya luas dan terdapat kolam renang air hangat, sarapan lengkap dan enak, kamar mandi ada bathtub. Kekurangan dari hotel ini adalah liftnya yang kurang memadai, sehingga sangat mengesalkan untuk turun dan naik di hotel ini karena sangat menyita waktu, apalagi kalau tamu sedang ramai, liftnya juga tidak ada AC, sayang disayangkan untuk hotel sebesar ini. Tapi overall saya suka dengan hotel ini, semoga ke depannya bisa lebih baik lagi. Thank you el Royale, thank you Traveloka.",hotel pas libur keluarga urus bisnis lokasi strategis pusat kota kamar luas kolam renang air hangat sarap lengkap enak kamar mandi bathtub hotel lift kesal turun hotel sita tamu ramai lift ac sayang sayang hotel overall suka hotel moga thank you el royale thank you traveloka,57,positive
"Kamarnya luas banget, makanannya banyak pilihan dan enak-enak, ruangannya bersih, kolam renangnya banyak pilihan buat air dingin dan air hangatnya, staffnya ramah-ramah, akses kemana-mana lebih dekat, recommended banget dweg buat hotel ini, always come back to the el Royal hotel Bandung.",kamar luas banget makan pilih enak enak ruang bersih kolam renang pilih air dingin air hangat staffnya ramah ramah akses recommended banget dweg hotel always come back to the el royal hotel bandung,23,positive
Sangat nyaman dan pelayanan memuaskan.,nyaman layan muas,11,positive
"Hotel ini sangat direkomendasikan untuk para traveler, harga bersahabat, menu breakfast yang oke, letak yang strategis, kamar yang luas, dan staff yang helpful. Namun demikian untuk traveler dengan preferensi khusus, dua kekurangan dari hotel ini adalah lantai lobi utama yang terlalu berbau rokok dan penggunakan electricity di kamar yang cukup membingungkan.",hotel rekomendasi traveler harga sahabat menu breakfast oke letak strategis kamar luas staff helpful traveler preferensi khusus hotel lantai lobi utama bau rokok electricity kamar bingung,10,positive
"Saya menginap 2 malam dari hari Jumat. Breakfast pertama untuk rasa kurang, tapi terbayarkan di breakfast hari terakhir dengan rasa dan varian yang oke. Yang paling suka dari hotel ini adalah kolam air hangatnya.",inap malam jumat breakfast bayar breakfast varian oke suka hotel kolam air hangat,11,positive
"Hotelnya recommended banget untuk liburan keluarga, kolam renangnya luas, bersih dan nyaman, menu makanannya beragam, Kamar merdeka twinnya luas dan bersih. Harga sangat terjangkau sekelas bintang 4, anak dan istri sampai ketagihan pengen menginap disini lagi kalau ke Bandung.",hotel recommended banget libur keluarga kolam renang luas bersih nyaman menu makan agam kamar merdeka twinnya luas bersih harga jangkau kelas bintang anak istri tagih ken inap bandung,21,positive
"Recommended sangat, asyik buat keluarga, nyaman, akses mudah nan strategis.",recommended asyik keluarga nyaman akses mudah nan strategis,14,positive
"Pilihan pas untuk keluarga dengan anak remaja dewasa dengan tipe Condotel Studio. Lokasi dekat pusat kota, kolam renang luas dan ada air hangatnya. Lobby hotel cukup mewah dan lega. Sarapan tergolong enak dan komplet. Parkir kendaraan tersedia banyak. Direkomendasikan untuk liburan keluarga.",pilih pas keluarga anak remaja dewasa tipe condotel studio lokasi pusat kota kolam renang luas air hangat lobby hotel mewah lega sarap golong enak komplet parkir kendara sedia rekomendasi libur keluarga,30,positive
"Kamar sesuai dengan yang ada di gambar, pelayanan hotel, dan tempatnya sangat nyaman.",kamar sesuai gambar layan hotel nyaman,12,positive
